ORBIT NUMBER  PERIGEE TIME             PERIGEE R_GSM     PERIGEE X_GSM        PERIGEE Y_GSM        PERIGEE Z_GSM        APOGEE TIME              APOGEE R_GSM      APOGEE X_GSM         APOGEE Y_GSM         APOGEE Z_GSM         
401           2016-10-07T06:45:54.095  7877.001953125    -1348.4500732421875  -7760.71142578125    -14.296411514282227  2016-10-07T18:42:24.095  76332.9296875     14564.71484375       74930.4765625        -90.06018829345703   
402           2016-10-08T06:38:54.095  7874.27685546875  -1568.7860107421875  -7716.41748046875    6.424980640411377    2016-10-08T18:35:24.095  76333.5078125     15753.9501953125     74690.1328125        -24.971010208129883  
403           2016-10-09T06:31:54.095  7876.12255859375  -1791.9027099609375  -7669.52392578125    28.191604614257812   2016-10-09T18:28:24.095  76329.796875      16940.044921875      74426.2734375        40.0415153503418     
404           2016-10-10T06:25:24.095  7881.1669921875   -1727.35205078125    -7689.47412109375    -32.24112319946289   2016-10-10T18:21:54.072  76322.59375       18097.63671875       74145.8046875        112.6214828491211    
405           2016-10-11T06:18:24.072  7888.59716796875  -1895.9697265625     -7657.32080078125    -26.385120391845703  2016-10-11T18:14:54.072  76313.6484375     19283.06640625       73837.015625         176.67181396484375   
406           2016-10-12T06:11:24.072  7896.58349609375  -2016.015869140625   -7634.8232421875     -34.483272552490234  2016-10-12T18:07:54.072  76305.4609375     20469.572265625      73508.2421875        240.12059020996094   
407           2016-10-13T06:04:24.072  7902.802734375    -2089.54541015625    -7621.34814453125    -55.99448776245117   2016-10-13T18:00:24.072  76300.5078125     21683.49609375       73153.9921875        295.1414794921875    
408           2016-10-14T05:56:54.072  7904.8759765625   -2395.705078125      -7533.09912109375    -8.992230415344238   2016-10-14T17:53:24.072  76300.4296875     22868.51171875       72791.8828125        358.16632080078125   
409           2016-10-15T05:49:54.072  7902.0419921875   -2428.28369140625    -7519.572265625      -41.66481018066406   2016-10-15T17:46:24.072  76305.4453125     24049.02734375       72415.3828125        421.6636962890625    
410           2016-10-16T05:42:54.072  7895.4677734375   -2476.65869140625    -7496.6494140625     -69.37631225585938   2016-10-16T17:39:24.072  76314.3828125     25221.96484375       72024.3046875        486.03900146484375   
411           2016-10-17T05:35:54.072  7886.33203125     -2558.330810546875   -7459.33203125       -86.8829574584961    2016-10-17T17:32:24.048  76325.1171875     26385.15234375       71617.3359375        551.501220703125     
412           2016-10-18T05:28:54.048  7876.373046875    -2679.776123046875   -7405.9130859375     -92.17884063720703   2016-10-18T17:25:24.048  76335.3203125     27537.607421875      71192.546875         618.0405883789062    
413           2016-10-19T05:21:54.048  7867.5517578125   -2835.576171875      -7338.27978515625    -86.78627014160156   2016-10-19T17:18:24.048  76343.203125      28679.431640625      70748.1796875        685.419677734375     
414           2016-10-20T05:14:54.048  7861.76171875     -3017.025634765625   -7259.44287109375    -73.1222152709961    2016-10-20T17:11:24.048  76347.3203125     29811.205078125      70282.578125         751.5868530273438    
415           2016-10-21T05:07:54.048  7859.240234375    -3200.992431640625   -7177.595703125      -58.46200942993164   2016-10-21T17:04:24.048  76348.609375      30935.1484375        69795.8125           819.5604858398438    
416           2016-10-22T05:01:24.048  7859.40478515625  -3126.774169921875   -7209.56787109375    -125.12042236328125  2016-10-22T16:57:54.048  76347.109375      32026.369140625      69299.28125          895.6529541015625    
417           2016-10-23T04:54:24.048  7861.14111328125  -3289.280029296875   -7138.931640625      -117.60591888427734  2016-10-23T16:50:54.048  76343.7265625     33137.03515625       68770.4453125        963.2726440429688    
418           2016-10-24T04:47:24.048  7864.3515625      -3427.816650390625   -7077.0263671875     -117.4871597290039   2016-10-24T16:43:54.024  76339.5625        34242.01171875       68221.3515625        1030.549560546875    
419           2016-10-25T04:40:24.024  7867.8994140625   -3540.329833984375   -7025.251953125      -125.51917266845703  2016-10-25T16:36:54.024  76335.703125      35341.38671875       67652.953125         1097.546630859375    
420           2016-10-26T04:33:24.024  7870.833984375    -3627.77197265625    -6983.5009765625     -141.47329711914062  2016-10-26T16:29:54.024  76333.140625      36434.8984375        67066.3203125        1164.4046630859375   
421           2016-10-27T04:26:24.024  7872.36962890625  -3694.65869140625    -6949.5927734375     -163.9026336669922   2016-10-27T16:22:24.024  76332.7734375     37546.52734375       66448.8984375        1223.0064697265625   
422           2016-10-28T04:18:54.024  7870.798828125    -3988.412353515625   -6784.54052734375    -109.82636260986328  2016-10-28T16:15:24.024  76335.1796875     38626.28515625       65828.609375         1290.211181640625    
423           2016-10-29T04:11:54.024  7866.81103515625  -4035.77001953125    -6751.32666015625    -137.34706115722656  2016-10-29T16:08:24.024  76340.5859375     39697.57421875       65193.12109375       1357.98779296875     
424           2016-10-30T04:04:54.024  7860.3759765625   -4088.94921875       -6711.1572265625     -162.4061279296875   2016-10-30T16:01:24.024  76348.78125       40759.0546875        64543.01953125       1426.5908203125      
425           2016-10-31T03:57:54.024  7851.720703125    -4158.3056640625     -6657.71142578125    -181.36802673339844  2016-10-31T15:54:24.024  76359.078125      41808.91015625       63878.6796875        1496.1961669921875   
426           2016-11-01T03:50:54.250  7841.4814453125   -4250.8154296875     -6586.55029296875    -191.72010803222656  2016-11-01T15:47:24.250  76370.3203125     42845.76171875       63199.77734375       1566.93994140625     
427           2016-11-02T03:43:54.250  7830.826171875    -4374.978515625      -6491.931640625      -190.32566833496094  2016-11-02T15:40:24.250  76380.921875      43868.37890625       62505.40625          1638.66015625        
428           2016-11-03T03:36:54.250  7821.42529296875  -4528.3486328125     -6374.7255859375     -177.8349609375      2016-11-03T15:33:24.250  76389.3671875     44875.9375           61794.4765625        1711.200927734375    
429           2016-11-04T03:29:54.250  7815.109375       -4703.70556640625    -6239.1142578125     -156.65940856933594  2016-11-04T15:26:54.250  76394.3046875     45846.140625         61081.97265625       1792.72216796875     
430           2016-11-05T03:23:24.250  7812.330078125    -4667.70751953125    -6260.91455078125    -214.37750244140625  2016-11-05T15:19:54.250  76395.078125      46824.7734375        60333.796875         1865.9486083984375   
431           2016-11-06T03:16:24.250  7813.05859375     -4848.8583984375     -6123.3779296875     -191.5762939453125   2016-11-06T15:12:54.250  76391.9296875     47790.75             59565.18359375       1938.971435546875    
432           2016-11-07T03:09:24.250  7817.3828125      -5007.06884765625    -6000.783203125      -177.01470947265625  2016-11-07T15:05:54.250  76386.0546875     48745.796875         58776.09765625       2011.5262451171875   
433           2016-11-08T03:02:24.226  7823.259765625    -5131.373046875      -5902.6884765625     -175.14300537109375  2016-11-08T14:58:54.226  76379.4453125     49691.55859375       57967.4765625        2083.495849609375    
434           2016-11-09T02:55:24.226  7828.41357421875  -5217.84326171875    -5832.9208984375     -187.62905883789062  2016-11-09T14:51:54.226  76374.3046875     50629.0              57141.00390625       2154.98974609375     
435           2016-11-10T02:48:24.226  7830.99560546875  -5271.62353515625    -5787.0              -212.38917541503906  2016-11-10T14:44:54.226  76372.6796875     51558.05078125       56299.171875         2226.271728515625    
436           2016-11-11T02:41:24.226  7829.97021484375  -5305.25341796875    -5753.52587890625    -244.22947692871094  2016-11-11T14:37:54.226  76375.7109375     52477.54296875       55444.3515625        2297.775634765625    
437           2016-11-12T02:34:24.226  7825.0419921875   -5335.82958984375    -5716.9912109375     -276.0833740234375   2016-11-12T14:30:24.226  76383.34375       53405.3203125        54559.2421875        2361.36376953125     
438           2016-11-13T02:26:54.226  7815.87744140625  -5578.55322265625    -5469.98291015625    -216.72227478027344  2016-11-13T14:23:24.226  76394.3203125     54298.39453125       53682.86328125       2434.620361328125    
439           2016-11-14T02:19:54.226  7804.716796875    -5646.498046875      -5383.12890625       -229.3231964111328   2016-11-14T14:16:24.226  76406.5078125     55174.6875           52795.953125         2509.127685546875    
440           2016-11-15T02:12:54.203  7793.7705078125   -5743.537109375      -5263.31640625       -228.33926391601562  2016-11-15T14:09:54.203  76417.65625       56013.6953125        51917.22265625       2593.44091796875     
441           2016-11-16T02:06:24.203  7784.51953125     -5676.36962890625    -5318.5390625        -301.19183349609375  2016-11-16T14:02:54.203  76425.921875      56853.16015625       51005.01953125       2669.955810546875    
442           2016-11-17T01:59:24.203  7777.75439453125  -5813.845703125      -5158.73583984375    -283.02825927734375  2016-11-17T13:55:54.203  76430.7890625     57674.640625         50077.375            2749.237548828125    
443           2016-11-18T01:52:24.203  7774.81591796875  -5944.85791015625    -5003.5146484375     -266.9787902832031   2016-11-18T13:48:54.203  76431.859375      58478.4921875        49133.578125         2826.136962890625    
444           2016-11-19T01:45:24.203  7775.22705078125  -6073.56005859375    -4847.9755859375     -251.3191680908203   2016-11-19T13:42:24.203  76430.2109375     59248.66015625       48194.35546875       2911.52880859375     
445           2016-11-20T01:38:54.203  7776.91943359375  -6010.7919921875     -4923.67431640625    -329.0655212402344   2016-11-20T13:35:24.203  76426.9609375     60021.95703125       47217.78515625       2987.8134765625      
446           2016-11-21T01:31:54.203  7779.7080078125   -6106.166015625      -4809.3212890625     -330.1792297363281   2016-11-21T13:28:24.203  76423.3515625     60781.0625           46225.5859375        3063.71533203125     
447           2016-11-22T01:24:54.179  7782.4716796875   -6181.349609375      -4716.13037109375    -340.4331359863281   2016-11-22T13:21:24.179  76420.546875      61526.52734375       45218.69921875       3139.345703125       
448           2016-11-23T01:17:54.179  7784.29541015625  -6238.7119140625     -4641.66064453125    -358.75634765625     2016-11-23T13:13:54.179  76419.3828125     62274.4921875        44176.140625         3206.143798828125    
449           2016-11-24T01:10:24.179  7783.99951171875  -6444.00732421875    -4356.32177734375    -296.4398193359375   2016-11-24T13:06:54.179  76420.6640625     62991.96875          43143.46875          3281.919921875       
450           2016-11-25T01:03:24.179  7780.97509765625  -6477.708984375      -4298.6484375        -323.23828125        2016-11-25T12:59:54.179  76424.75          63694.96484375       42100.078125         3358.175537109375    
451           2016-11-26T00:56:24.179  7775.56298828125  -6510.14013671875    -4237.38916015625    -349.2716979980469   2016-11-26T12:52:54.179  76431.671875      64382.7578125        41047.0390625        3435.176513671875    
452           2016-11-27T00:49:24.179  7767.84814453125  -6547.9736328125     -4162.462890625      -370.6897277832031   2016-11-27T12:45:54.179  76441.0234375     65054.203125         39985.4765625        3513.155029296875    
453           2016-11-28T00:42:24.179  7758.23681640625  -6597.41748046875    -4064.113525390625   -383.79229736328125  2016-11-28T12:38:54.179  76451.9296875     65707.859375         38916.19921875       3592.2451171875      
454           2016-11-29T00:35:24.179  7747.6171875      -6662.98779296875    -3934.640869140625   -385.6971130371094   2016-11-29T12:31:54.179  76463.109375      66342.3125           37839.35546875       3672.45458984375     
455           2016-11-30T00:28:24.179  7737.5419921875   -6746.18310546875    -3770.6513671875     -375.18292236328125  2016-11-30T12:24:54.179  76472.7890625     66955.8828125        36754.6953125        3753.6591796875      
456           2016-12-01T00:21:24.179  7729.88671875     -6844.26416015625    -3575.225830078125   -353.48590087890625  2016-12-01T12:17:54.179  76479.5703125     67547.75             35661.109375         3835.54833984375     
457           2016-12-02T00:14:54.179  7725.05712890625  -6820.7080078125     -3603.30126953125    -413.136962890625    2016-12-02T12:11:24.179  76482.34375       68104.8125           34581.28125          3926.6728515625      
458           2016-12-03T00:07:54.179  7724.2724609375   -6931.84033203125    -3386.2685546875     -383.6159362792969   2016-12-03T12:04:24.179  76480.8671875     68653.703125         33465.2265625        4008.771240234375    
459           2016-12-04T00:01:24.178  7727.51025390625  -6909.10986328125    -3431.79638671875    -448.7592468261719   2016-12-04T11:57:24.178  76475.9453125     69182.515625         32336.021484375      4090.427978515625    
460           2016-12-05T23:47:24.131  7738.421875       -7062.185546875      -3132.97607421875    -439.5064392089844   2016-12-05T11:50:54.178  76469.21875       69681.375            31218.107421875      4180.44775390625     
461           2016-12-06T23:40:24.131  7743.31005859375  -7106.54638671875    -3041.023681640625   -456.10113525390625  2016-12-06T11:43:54.131  76462.7421875     70175.734375         30062.65234375       4260.87109375        
462           2016-12-07T23:33:24.131  7745.65576171875  -7134.60009765625    -2976.499267578125   -482.8258972167969   2016-12-07T11:36:54.131  76458.46875       70654.5625           28896.126953125      4340.900390625       
463           2016-12-08T23:25:54.131  7743.7099609375   -7257.57080078125    -2666.924560546875   -424.5265197753906   2016-12-08T11:29:24.131  76457.8828125     71128.8828125        27695.232421875      4411.8505859375      
464           2016-12-09T23:18:54.131  7738.044921875    -7272.98486328125    -2603.118896484375   -452.549560546875    2016-12-09T11:22:24.131  76461.5625        71576.8203125        26513.208984375      4492.19970703125     
465           2016-12-10T23:11:54.131  7729.671875       -7294.552734375      -2512.94384765625    -471.6415710449219   2016-12-10T11:15:24.131  76469.1015625     72008.0390625        25326.859375         4573.3603515625      
466           2016-12-11T23:04:54.131  7719.91748046875  -7326.7529296875     -2384.8544921875     -477.7898254394531   2016-12-11T11:08:24.131  76479.1484375     72420.703125         24137.689453125      4655.64208984375     
467           2016-12-12T22:57:54.107  7710.6533203125   -7370.3046875        -2216.249267578125   -470.11419677734375  2016-12-12T11:01:24.131  76489.7734375     72812.734375         22946.248046875      4739.13720703125     
468           2016-12-13T22:50:54.107  7703.91015625     -7422.041015625      -2014.8963623046875  -451.3642272949219   2016-12-13T10:54:24.107  76498.9453125     73182.46875          21751.958984375      4823.66748046875     
469           2016-12-14T22:44:24.107  7699.541015625    -7400.4404296875     -2061.241943359375   -517.3875122070312   2016-12-14T10:47:54.107  76504.9765625     73520.75             20579.693359375      4918.005859375       
470           2016-12-15T22:37:24.107  7698.94140625     -7458.74462890625    -1843.2642822265625  -493.1622009277344   2016-12-15T10:40:54.107  76507.234375      73843.828125         19375.533203125      5003.4423828125      
471           2016-12-16T22:30:24.107  7701.75732421875  -7509.98974609375    -1640.7125244140625  -474.5330810546875   2016-12-16T10:33:54.107  76505.875         74143.875            18164.255859375      5088.64990234375     
472           2016-12-17T22:23:54.107  7705.701171875    -7487.7080078125     -1732.87158203125    -556.0713500976562   2016-12-17T10:27:24.107  76501.84375       74415.3359375        16971.4921875        5182.5048828125      
473           2016-12-18T22:16:54.107  7710.48828125     -7524.66748046875    -1587.59619140625    -557.2683715820312   2016-12-18T10:20:24.107  76496.4453125     74673.21875          15744.1630859375     5266.62548828125     
474           2016-12-19T22:09:54.083  7714.9248046875   -7552.1005859375     -1470.6719970703125  -568.3077392578125   2016-12-19T10:13:24.107  76491.03125       74911.515625         14509.251953125      5350.22705078125     
475           2016-12-20T22:02:54.083  7718.07861328125  -7571.56103515625    -1376.705078125      -587.2720947265625   2016-12-20T10:06:24.083  76486.8125        75131.0859375        13267.603515625      5433.48828125        
476           2016-12-21T21:55:24.083  7719.0361328125   -7633.0              -1025.010009765625   -519.786376953125    2016-12-21T09:58:54.083  76484.5703125     75337.28125          11993.798828125      5507.515625          
477           2016-12-22T21:48:24.083  7717.0068359375   -7639.22998046875    -947.5198364257812   -544.5781860351562   2016-12-22T09:51:54.083  76484.9921875     75520.1328125        10742.6689453125     5590.96337890625     
478           2016-12-23T21:41:24.083  7712.6005859375   -7643.396484375      -861.3163452148438   -566.4156494140625   2016-12-23T09:44:54.083  76488.2578125     75684.9296875        9488.9541015625      5674.9384765625      
479           2016-12-24T21:34:24.083  7706.09716796875  -7647.017578125      -754.4492797851562   -581.2564697265625   2016-12-24T09:37:54.083  76494.1796875     75831.28125          8234.2001953125      5759.7021484375      
480           2016-12-25T21:27:24.083  7698.1865234375   -7651.10595703125    -616.2890014648438   -585.5206298828125   2016-12-25T09:30:54.083  76502.1796875     75958.5234375        6979.69775390625     5845.43798828125     
481           2016-12-26T21:20:24.059  7690.1328125      -7655.87548828125    -439.4328308105469   -576.7249755859375   2016-12-26T09:23:54.083  76511.1875        76065.5859375        5726.7939453125      5932.22265625        
482           2016-12-27T21:13:54.059  7683.35107421875  -7639.78271484375    -498.7395935058594   -647.192138671875    2016-12-27T09:17:24.059  76519.796875      76148.8671875        4502.99267578125     6029.24951171875     
483           2016-12-28T21:06:54.059  7678.58251953125  -7649.81298828125    -251.05264282226562  -614.787353515625    2016-12-28T09:10:24.059  76526.234375      76211.859375         3254.341552734375    6117.78369140625     
484           2016-12-29T21:00:24.059  7678.48974609375  -7644.6904296875     -263.15997314453125  -669.8250122070312   2016-12-29T09:03:24.059  76529.1484375     76250.640625         2006.8956298828125   6206.7548828125      
485           2016-12-30T20:53:24.059  7681.41650390625  -7655.15087890625    -5.507721900939941   -634.6626586914062   2016-12-30T08:56:54.059  76527.6875        76263.4765625        786.4781494140625    6304.86083984375     
486           2016-12-31T20:46:24.059  7688.552734375    -7661.10205078125    224.64697265625      -609.0033569335938   2016-12-31T08:49:54.059  76522.078125      76253.140625         -463.4298400878906   6393.154296875       
487           2017-01-01T20:39:53.040  7696.8466796875   -7664.583984375      137.3993377685547    -690.454345703125    2017-01-01T08:42:53.040  76513.6640625     76219.3828125        -1716.9945068359375  6480.63427734375     
488           2017-01-02T20:32:53.035  7704.9052734375   -7668.40380859375    281.2914733886719    -694.2791748046875   2017-01-02T08:35:53.040  76504.3515625     76163.8828125        -2974.732177734375   6567.251953125       
489           2017-01-03T20:25:53.035  7711.1650390625   -7668.54541015625    388.45831298828125   -710.3385620117188   2017-01-03T08:28:53.035  76496.359375      76088.6640625        -4235.9580078125     6653.12890625        
490           2017-01-04T20:18:23.035  7714.33740234375  -7651.0556640625     750.009033203125     -640.1843872070312   2017-01-04T08:21:53.035  76491.3359375     75995.21875          -5499.31591796875    6738.595703125       
491           2017-01-05T20:11:23.035  7713.40673828125  -7639.369140625      834.99658203125      -662.9118041992188   2017-01-05T08:14:53.035  76490.1796875     75884.4375           -6762.56982421875    6824.06787109375     
492           2017-01-06T20:04:23.035  7709.48828125     -7622.08544921875    937.3379516601562    -679.2782592773438   2017-01-06T08:07:53.035  76492.8984375     75756.4375           -8023.50390625       6909.97265625        
493           2017-01-07T19:57:23.035  7703.6142578125   -7597.98876953125    1071.3511962890625   -684.4293823242188   2017-01-07T08:00:53.035  76498.65625       75610.671875         -9279.9375           6996.64892578125     
494           2017-01-08T19:50:23.035  7697.3740234375   -7565.9765625        1244.5029296875      -675.8528442382812   2017-01-08T07:53:53.035  76506.046875      75446.0390625        -10530.1435546875    7084.2802734375      
495           2017-01-09T19:43:53.011  7691.373046875    -7562.97265625       1183.0794677734375   -747.652099609375    2017-01-09T07:47:23.035  76513.3046875     75264.3359375        -11746.4990234375    7182.25927734375     
496           2017-01-10T19:36:53.011  7688.044921875    -7520.9033203125     1424.71240234375     -715.70947265625     2017-01-10T07:40:23.011  76518.7421875     75057.8671875        -12983.0556640625    7271.52001953125     
497           2017-01-11T19:30:23.011  7684.33447265625  -7515.0107421875     1405.4129638671875   -773.581298828125    2017-01-11T07:33:23.011  76521.015625      74828.2421875        -14213.1611328125    7361.08203125        
498           2017-01-12T19:23:23.260  7684.5673828125   -7455.4423828125     1719.038818359375    -716.8436279296875   2017-01-12T07:26:53.011  76526.296875      74587.03125          -15403.4775390625    7468.783203125       
499           2017-01-13T19:16:53.260  7690.0146484375   -7462.3115234375     1685.2025146484375   -781.23193359375     2017-01-13T07:20:23.260  76521.5           74315.4296875        -16597.99609375      7567.26416015625     
500           2017-01-14T19:09:53.260  7697.451171875    -7421.517578125      1895.4493408203125   -760.9876098632812   2017-01-14T07:13:23.260  76514.3046875     74016.1171875        -17817.05078125      7655.421875          
501           2017-01-15T19:02:53.260  7705.572265625    -7382.787109375      2075.09423828125     -751.1866455078125   2017-01-15T07:06:23.260  76506.0078125     73694.75             -19034.2578125       7742.6982421875      
502           2017-01-16T18:55:53.236  7712.8359375      -7346.009765625      2227.210205078125    -750.67138671875     2017-01-16T06:59:23.260  76498.0234375     73352.671875         -20249.3515625       7829.220703125       
503           2017-01-17T18:48:53.236  7718.1982421875   -7309.8115234375     2358.90185546875     -756.8488159179688   2017-01-17T06:52:23.236  76491.609375      72991.0078125        -21462.248046875     7915.23388671875     
504           2017-01-18T18:41:53.236  7721.06103515625  -7271.45458984375    2480.771728515625    -765.8327026367188   2017-01-18T06:45:23.236  76487.5078125     72610.7890625        -22671.44921875      8001.08935546875     
505           2017-01-19T18:35:23.236  7721.2255859375   -7306.361328125      2341.34375           -867.4812622070312   2017-01-19T06:38:23.236  76486.3125        72212.875            -23875.85546875      8087.087890625       
506           2017-01-20T18:28:23.236  7718.70751953125  -7257.3974609375     2480.54541015625     -869.2028198242188   2017-01-20T06:31:53.236  76488.046875      71805.7578125        -25047.787109375     8183.04541015625     
507           2017-01-21T18:21:23.236  7714.05419921875  -7195.142578125      2644.847412109375    -861.0096435546875   2017-01-21T06:24:53.236  76492.328125      71373.984375         -26238.03515625      8270.181640625       
508           2017-01-22T18:14:23.236  7708.4775390625   -7115.75927734375    2842.8115234375      -839.656982421875    2017-01-22T06:17:53.236  76498.359375      70924.921875         -27418.87890625      8358.126953125       
509           2017-01-23T18:07:53.212  7703.69873046875  -7112.14599609375    2820.94189453125     -898.1295166015625   2017-01-23T06:10:53.236  76504.921875      70457.984375         -28588.896484375     8446.8818359375      
510           2017-01-24T18:00:53.212  7699.7353515625   -6999.21875          3094.73193359375     -848.2339477539062   2017-01-24T06:04:23.212  76510.53125       69981.765625         -29721.75390625      8545.8310546875      
511           2017-01-25T17:54:23.212  7699.2333984375   -6974.322265625      3139.59814453125     -883.145751953125    2017-01-25T05:57:53.212  76513.4140625     69485.96875          -30842.556640625     8645.1591796875      
512           2017-01-26T17:47:53.212  7703.00830078125  -6948.7802734375     3195.925048828125    -914.7926025390625   2017-01-26T05:50:53.212  76512.359375      68958.6796875        -31977.2578125       8734.853515625       
513           2017-01-27T17:40:53.212  7710.66845703125  -6820.2587890625     3493.569580078125    -856.4170532226562   2017-01-27T05:44:23.212  76506.8203125     68419.2265625        -33076.75390625      8833.52734375        
514           2017-01-28T17:34:23.212  7720.54541015625  -6816.7978515625     3509.872314453125    -904.926513671875    2017-01-28T05:37:23.212  76497.4140625     67846.046875         -34193.15625         8921.6640625         
515           2017-01-29T17:27:23.212  7732.2216796875   -6713.94921875       3734.50390625        -873.8544311523438   2017-01-29T05:30:53.212  76485.8984375     67262.1171875        -35278.4921875       9018.1767578125      
516           2017-01-30T17:20:53.188  7741.853515625    -6747.35400390625    3674.73828125        -951.7338256835938   2017-01-30T05:23:53.212  76474.546875      66646.3046875        -36383.2890625       9103.9755859375      
517           2017-01-31T17:13:53.188  7748.845703125    -6667.4072265625     3833.900146484375    -944.1903076171875   2017-01-31T05:17:23.188  76465.5546875     66024.5859375        -37458.2890625       9198.49609375        
518           2017-02-01T17:06:53.188  7742.21875        -6590.517578125      3951.40087890625     -945.2261352539062   2017-02-01T05:10:23.188  76460.1953125     65374.44921875       -38550.84765625      9283.0390625         
519           2017-02-02T17:00:23.188  7730.75439453125  -6485.125            4103.6796875         -931.409912109375    2017-02-02T05:03:53.188  76480.671875      64763.1640625        -39592.6015625       9351.5625            
520           2017-02-03T16:53:53.188  7728.6513671875   -6509.21923828125    4043.5126953125      -1006.0419311523438  2017-02-03T04:56:53.188  76482.890625      64084.875            -40665.75390625      9437.0439453125      
521           2017-02-04T16:46:53.188  7724.046875       -6374.45166015625    4252.24462890625     -972.4630126953125   2017-02-04T04:50:23.188  76487.4375        63406.18359375       -41702.625           9532.8076171875      
522           2017-02-05T16:40:23.188  7720.6298828125   -6358.42626953125    4258.9404296875      -1019.7897338867188  2017-02-05T04:43:23.188  76492.71875       62698.91796875       -42748.609375        9619.6962890625      
523           2017-02-06T16:33:23.164  7717.77783203125  -6176.15478515625    4527.48828125        -959.7161254882812   2017-02-06T04:36:53.188  76497.1484375     61990.3125           -43756.1484375       9716.755859375       
524           2017-02-07T16:26:53.164  7717.54345703125  -6128.54736328125    4585.630859375       -986.5895385742188   2017-02-07T04:30:23.164  76499.4140625     61265.1328125        -44748.5             9814.0654296875      
525           2017-02-08T16:20:23.164  7720.4140625      -6076.6484375        4653.908203125       -1010.0884399414062  2017-02-08T04:23:23.164  76498.5234375     60506.89453125       -45748.203125        9901.6220703125      
526           2017-02-09T16:13:53.164  7732.79052734375  -6040.2197265625     4716.00927734375     -1034.91650390625    2017-02-09T04:16:53.164  76494.34375       59745.23828125       -46711.09375         9998.232421875       
527           2017-02-10T18:32:53.164  7750.08984375     -5900.9658203125     4921.28369140625     -1011.6582641601562  2017-02-10T05:23:23.164  82089.75          63267.6484375        -51174.0546875       10823.4658203125     
528           2017-02-11T20:51:53.164  7762.21826171875  -5786.80126953125    5075.00244140625     -1004.6420288085938  2017-02-11T07:42:23.164  82077.4375        62305.34375          -52302.4375          10918.09765625       
529           2017-02-12T23:10:53.164  7773.84814453125  -5700.4267578125     5187.26416015625     -1014.960205078125   2017-02-12T10:01:23.164  82064.359375      61319.5078125        -53415.6328125       11011.2548828125     
530           2017-02-14T01:29:53.140  7783.24755859375  -5635.79833984375    5266.6708984375      -1038.6988525390625  2017-02-14T14:39:23.140  82044.203125      59284.4921875        -55599.015625        11195.951171875      
531           2017-02-15T03:48:53.140  7789.47021484375  -5585.97314453125    5322.05126953125     -1071.6895751953125  2017-02-15T16:58:23.140  82039.671875      58240.34375          -56666.86328125      11288.7900390625     
532           2017-02-16T06:07:53.140  7792.1083984375   -5537.330078125      5369.4287109375      -1106.4183349609375  2017-02-16T19:16:53.140  82039.703125      57163.3046875        -57736.58203125      11373.494140625      
533           2017-02-17T08:26:23.140  7790.9892578125   -5287.58447265625    5626.71923828125     -1039.703857421875   2017-02-17T21:35:53.140  82043.609375      56089.21484375       -58767.62109375      11468.2333984375     
534           2017-02-18T10:45:23.140  7789.5244140625   -5201.0244140625     5702.11376953125     -1054.4853515625     2017-02-19T01:02:53.140  87115.0546875     58376.98046875       -63485.50390625      12278.091796875      
535           2017-02-20T19:54:53.116  7779.58056640625  -4963.4970703125     5893.45068359375     -1073.6898193359375  2017-02-20T05:37:53.140  87124.578125      57117.45703125       -64612.8046875       12388.484375         
536           2017-02-22T00:29:53.116  7784.3740234375   -4877.7373046875     5967.56396484375     -1091.939208984375   2017-02-22T16:28:23.116  94417.6796875     59036.75390625       -72410.140625        13643.037109375      
537           2017-02-23T08:26:53.116  7800.25048828125  -4813.58154296875    6032.119140625       -1134.4061279296875  2017-02-24T00:24:53.116  94401.90625       57411.96484375       -73663.390625        13758.310546875      
538           2017-02-26T00:19:53.115  7845.40283203125  -4531.9951171875     6300.85595703125     -1144.8099365234375  2017-02-26T16:17:53.115  94347.6171875     54039.6484375        -76064.25            13979.2744140625     
539           2017-02-27T08:15:53.115  7867.47900390625  -4373.697265625      6438.71630859375     -1144.95947265625    2017-02-28T00:13:53.091  94327.9453125     52286.44140625       -77237.859375        14078.4248046875     
540           2017-03-02T00:07:53.091  7884.9697265625   -4193.02392578125    6568.0625            -1204.9295654296875  2017-03-02T17:47:23.091  101403.4765625    52315.16015625       -85500.5078125       15344.4609375        
541           2017-03-03T11:26:23.091  7881.51123046875  -3925.916259765625   6732.56201171875     -1173.8897705078125  2017-03-04T05:05:53.091  101417.1640625    50162.51953125       -86777.859375        15452.0791015625     
542           2017-03-06T10:04:53.091  7865.19775390625  -3693.2607421875     6833.5224609375      -1234.556396484375   2017-03-07T03:44:23.067  101431.375        45849.89453125       -89105.5703125       15694.24609375       
543           2017-03-09T08:43:23.067  7891.24853515625  -3309.071533203125   7057.74267578125     -1228.8720703125     2017-03-10T05:05:53.067  112323.4765625    45746.90234375       -101061.109375       17619.232421875      
544           2017-03-11T01:28:53.067  7930.59765625     -3218.867431640625   7133.21826171875     -1284.7061767578125  2017-03-11T21:50:53.067  112287.3984375    42813.0390625        -102278.5            17737.26171875       
545           2017-03-12T18:13:23.067  7960.2900390625   -2877.180419921875   7317.328125          -1242.8822021484375  2017-03-13T14:35:23.067  112256.6328125    39814.3203125        -103430.796875       17844.90625          
546           2017-03-14T10:57:53.043  7980.654296875    -2728.63916015625    7390.447265625       -1275.4073486328125  2017-03-15T07:19:53.043  112243.3515625    36781.171875         -104515.046875       17953.26953125       
